folder,min,q1,mean,q3,max,frame0,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21,frame22,frame23,frame24,frame25,frame26,frame27,frame28,frame29,frame30,frame31,frame32,frame33,frame34,frame35,frame36,frame37,frame38,frame39,frame40,frame41,frame42,frame43,frame44,frame45,frame46,frame47,frame48,frame49,frame50,frame51,frame52,frame53,frame54,frame55,frame56,frame57,frame58,frame59,frame60,frame61,frame62,frame63,frame64,frame65,frame66,frame67,frame68,frame69,frame70,frame71,frame72,frame73,frame74,frame75,frame76,frame77,frame78,frame79,frame80,frame81,frame82,frame83,frame84,frame85,frame86,frame87,frame88,frame89,frame90,frame91,frame92,frame93,frame94,frame95,frame96,frame97,frame98,frame99,frame100,frame101,frame102,frame103,frame104,frame105,frame106,frame107,frame108,frame109,frame110,frame111,frame112,frame113,frame114,frame115,frame116,frame117,frame118,frame119,frame120,frame121,frame122,frame123,frame124
plasticine_substep_dt0p1em05,35.676362252770446,35.72992691676666,35.95528938065193,35.993107772432154,37.89815573243341,37.89815573243341,37.585106126533404,37.34641027023781,37.14072910773259,36.98481381469434,36.872567352702994,36.75088788190086,36.622023202320364,36.512935070608535,36.41228748762066,36.30808255507932,36.220269125446606,36.14900721905214,36.075401200213,36.013791954792225,35.94825816754831,35.9019366729457,35.8592496192294,35.816800017266125,35.795563068662545,35.76703551682961,35.745683759507216,35.72992691676666,35.706746578610606,35.699782326223314,35.68500540660768,35.691142632629166,35.68671474056517,35.677864247543326,35.68061400063881,35.676362252770446,35.677401110308985,35.69260342968028,35.69309941776436,35.68983524641582,35.682649331794714,35.69083593282392,35.68470377623442,35.69968591780422,35.69055259653257,35.69098760335947,35.687870265018475,35.687617793983364,35.6906346164255,35.69876575157529,35.69538551430701,35.705754902291666,35.71024228932145,35.70669493130224,35.71007206805992,35.71404265472143,35.72572596657408,35.725619620048754,35.727991193910526,35.739971050104764,35.76117132744936,35.761073808746914,35.754870537584466,35.76185900132172,35.762753166399094,35.769013148727126,35.77695295309994,35.78181547448569,35.787364358792864,35.79566440365962,35.78880987173832,35.80034331702006,35.8123666112127,35.80901662714858,35.818741870007386,35.821270381532,35.82577927700537,35.831247848724935,35.84386716087226,35.84581099885906,35.85443586680227,35.877692211153146,35.8714886936127,35.88032305251787,35.88983667856957,35.89293262677201,35.903396049076115,35.912859557486,35.90768127152601,35.90788897320117,35.91206300763837,35.92863263224598,35.92763419669394,35.93311711633931,35.93618144538633,35.944190169932575,35.95450689245923,35.956729732871906,35.95671986081391,35.96281052072642,35.96935868573563,35.96342472577496,35.96457166663213,35.975599445411056,35.96807424452979,35.97033388830061,35.97727238241396,35.973713240289456,35.97414217672788,35.9924354398605,35.98749906502946,35.99094459608181,35.99675245624448,35.99257396254947,35.993107772432154,35.99329111621606,36.008308833443216,35.99976495856229,36.01050025183091,36.01717583042504,36.0183351096923,36.03575455406568,36.04739992100454,36.05340845847573,36.05910888623069,36.07470572249824,36.07529678691129,36.09829893586703,36.11141162122375,36.117798140743005
plasticine_substep_dt0p0001,46.65633673221012,52.646096864885415,57.85541531611153,61.639078248943065,80.75192290501522,80.75192290501522,77.60923688882076,76.73463608803797,74.6575034555096,74.23176307792414,74.55999544861892,73.43181675372044,72.79676405904945,72.11472995408853,71.08402673695979,70.5684850190207,69.96424855330277,69.77885389659673,69.44889161145963,68.78161285395915,68.67878572912203,68.1120698831944,67.64792348616324,66.93055127753877,66.28418499036326,65.94925204874944,65.48816084878851,65.33375402509665,64.79066656273166,64.22062507363995,64.05839984074763,63.515880869299785,63.55561158117845,62.97151351137497,62.6510065454076,62.297989125079106,61.639078248943065,61.083714209768445,60.680055692858524,60.55818804490148,60.40048554620299,60.47990288315653,60.378416916316795,60.33559023967119,60.1045627067073,60.06575353171057,60.126926787359196,60.14372181544051,59.970324920741405,59.85549549972571,59.62865035168984,59.47510668064191,59.22694277069381,58.97400277161702,58.79785566000045,58.42665679854119,58.33366046664445,58.17321804678307,57.99052305151379,57.72031216751052,57.67867436856156,57.5101962335632,57.4644971306424,57.45616215998652,57.38370557239365,57.21576440825003,57.15984003128318,56.944729458470945,56.68049139308803,56.47709272700687,56.0960551301309,55.76162775457039,55.43713373459266,55.21139461226204,55.00659461107898,54.74766040627763,54.44715985648524,54.18315038908476,53.856213013490326,53.56281135174305,53.36421544134018,53.23422847070844,53.13408310458695,53.13704766013739,53.10900845651274,53.106432827253286,53.062780647755375,52.94793360755351,52.84913159774581,52.795399858763574,52.76555454321326,52.80071338372424,52.81548224723585,52.827999338847604,52.91614690455954,52.97316180426715,52.934061522764225,52.81647350539903,52.646096864885415,52.547912659823226,52.495949493603504,52.31368867832014,52.03603789124137,51.808830862632014,51.54995394912095,51.298916218835934,51.06896620392878,50.84582429856917,50.648119612751465,50.46240122535866,50.24739982938847,50.076541995147565,49.863797528430084,49.65385624969742,49.476161048633514,49.28420676154537,49.036683737835105,48.77741593175436,48.55633210513314,48.321615687499246,48.16261199697844,47.96065726562,47.72036773240333,47.52813488314643,47.35708291343519,47.21727259251276,47.096059052015406,46.953836470920514,46.817028265535605,46.65633673221012
plasticine_grid_v_damping_scale0p5,35.665123242575426,35.72034534479904,35.93828123795677,35.97212767203652,37.86484881205232,37.86484881205232,37.56447246836054,37.30958454180881,37.104694873451145,36.941915920762945,36.84003423101192,36.72599095434527,36.5917080652232,36.47707155161272,36.381728843923085,36.2621120307351,36.19486429495613,36.115929955241825,36.03915475383938,35.98003842526016,35.9234093920315,35.867031772811934,35.83646257440102,35.800389212384516,35.77374873524464,35.742868363416974,35.72183639245181,35.711977657322095,35.692566271563564,35.689528509990886,35.68313774725429,35.67430147124921,35.66972064898551,35.66643795793719,35.67164045430509,35.665123242575426,35.6756553392463,35.67475592600354,35.681295855802276,35.67967857020781,35.6808097061794,35.677915553124016,35.67656483683918,35.68228981381501,35.67452284657586,35.678082461186165,35.678564190225615,35.681840104256956,35.68076750200336,35.68555295403713,35.684528629013656,35.700257291702364,35.708951546510136,35.7012630975484,35.70873333036942,35.71235013982359,35.714110726906945,35.710684196203616,35.72034534479904,35.728865922420276,35.73840165836679,35.742467412951726,35.74609833034431,35.75053190546113,35.75445211849444,35.7553969888379,35.76944124657186,35.76523445521507,35.77227800120883,35.784421668382095,35.78188106135353,35.786478428602926,35.79963034787355,35.804093257571964,35.81052716756493,35.81297582018143,35.80987389642315,35.82181265335207,35.838010443001664,35.835933005604474,35.83695659454504,35.8615328745086,35.85961577652479,35.8621207126669,35.86782923999581,35.88321256471077,35.88764672541469,35.890145066880635,35.89811025585378,35.89993115257095,35.900112093281415,35.91188306107818,35.917920497282374,35.914174747690105,35.92207031922478,35.93282829721419,35.93555689058617,35.92998899253304,35.93202303238688,35.946665585238804,35.9487196329841,35.952544210620545,35.94829621059029,35.9536374485599,35.95352866042539,35.95630059328836,35.96563482482892,35.953239439734006,35.95862174309105,35.97450245550159,35.97065203516743,35.963096397447835,35.97205488274011,35.97423275986601,35.96610226268906,35.97212767203652,35.976160095377956,35.98609991731003,35.99282171075109,36.006171080399355,36.00215892490542,36.01113901066237,36.026951304742745,36.025694018761975,36.040011998581946,36.05429502448582,36.06354331217925,36.07496975420436,36.092021207463,36.096845796337135
plasticine_softening0p005,46.967712001105085,51.64767624682314,58.197393302760005,64.07597042201238,81.34960495505013,81.34960495505013,78.36548890507976,76.80407178194895,75.60202057434235,73.93434343389904,72.7076076456796,71.39589069200964,72.17457855603894,71.21271599885299,71.1592369729536,70.7457231254912,70.00201804856661,69.211307792099,69.3510345066375,69.10782778989146,68.79951758695209,68.38631038156205,68.24679351217759,67.60843457128308,66.81592020452793,67.1962219416658,66.83215991225568,66.3727571008425,66.1266594866766,65.76042190528409,65.58537318736207,65.74616063694377,64.81347360486706,65.18866811798095,64.63529663573209,64.82529201048223,64.07597042201238,63.51205266184839,63.00279270357074,62.27948767018894,62.15202429523374,62.248611928262065,62.11829770595466,62.05156445593609,61.82806134945377,61.70718902987008,61.39569880649647,61.16082725433738,60.92270964238004,60.63682262078842,60.13165727415462,59.951226840022954,59.81813970240526,59.625713319378676,59.47350403835091,59.120564830636994,59.00780790308509,58.61277544573949,58.32036082521368,57.89866495468142,57.55632187763895,57.19875804248901,56.978669553236266,56.918574608344215,56.77611447076622,56.6922505908661,56.679066234240516,56.60991177498471,56.55404850954997,56.39072067460204,56.13956818275164,55.90691793119543,55.65011259723646,55.43780286727241,55.274257871643684,55.176839428527984,54.99972545681682,54.940122736089606,54.8425496790791,54.72247034497488,54.54338707763984,54.478469199807236,54.352440515680875,54.24186719236512,53.98892445508384,53.74486925495915,53.573102779345206,53.42047781559685,53.26371009982165,53.07768541879466,52.97126528715057,52.85927275004071,52.76466688135191,52.647626144047486,52.486898859013145,52.32194570353237,52.1243639453718,51.88446488886023,51.64767624682314,51.54274776805516,51.39293180077023,51.19881674155948,51.032307203472214,50.82954883573764,50.70266478552234,50.4926683692958,50.35540644442391,50.22434607638914,50.0881985826764,49.97122328709777,49.83047010086697,49.71807922297821,49.57015777377745,49.383841788847526,49.224713235732445,49.112492756710616,48.93926785862917,48.761066180091035,48.61679340052949,48.46671677771741,48.33695142792125,48.15702396287204,48.02338400249706,47.885309869504404,47.724248743510095,47.54465552041272,47.38606394182391,47.18519891644736,47.05578026529729,46.967712001105085
plasticine_softening0p0001,45.79969316274956,52.26989093268848,57.618497126235695,64.01679891474755,81.15469651794615,81.15469651794615,78.38943022711646,77.12207450764427,75.50950760106109,74.76558089114181,73.59666455965849,71.8565049152808,72.81268931381648,71.64822022480655,70.75481916708924,69.29448494700307,69.58900880187323,69.58711052334705,69.18441282562851,68.20103652666798,68.03815418607448,68.11905736566139,67.9604702156913,67.17130475372142,66.79890864777137,66.71402002825651,66.48371316531984,66.17036659075319,65.85421249354047,65.28344224243125,65.44285510400995,65.40863940378694,64.83873226469412,64.54828163117564,64.56586422665205,64.60355313664253,64.01679891474755,63.44263967609336,62.97579071183474,62.49630177534998,61.92971428448817,61.86809515264051,61.658400597070255,61.59551289430473,61.2702625899919,61.14517698580109,60.88889856276124,60.46760480572071,60.552969679176485,60.218906261521695,59.97364288982291,59.892666322338584,59.595215633692945,59.36630972727245,58.95101931844514,58.38839803012441,57.9623628365559,57.4492349945443,56.940376560119574,56.51940173382535,56.12858478796032,55.71981572467309,55.334431178143845,54.991670255112915,54.627919524400745,54.3330759332402,54.06933316766305,53.81359857753877,53.640385003938924,53.55350601033372,53.50672223309548,53.44722259396815,53.26180034328818,53.2535736646939,53.27888523984389,53.301532080530066,53.44529195011414,53.62159603930786,53.794930209501615,53.921289482905934,54.08261783550132,54.254792233646604,54.45512858259866,54.53683661679922,54.5406449726056,54.539388340628605,54.46866623638722,54.42981886966167,54.27496428095339,54.13295808947189,53.97607930718684,53.898524121911976,53.80387433032488,53.693285782176034,53.5025592175305,53.22371474736879,52.945753317952395,52.61484250229973,52.26989093268848,51.965135033281584,51.715468653147525,51.35989306084771,51.041232979149356,50.77253247100252,50.52062560166728,50.21857335822577,49.898334050944236,49.62800850438552,49.34124344414981,49.05027561601419,48.78434381871705,48.53458209765346,48.292394411513,48.09649226132887,47.87953141067766,47.72256002598716,47.479912392974136,47.31988019320787,47.174612142318075,47.01901365328192,46.85611608551007,46.670775583569565,46.5360794805964,46.43158529504361,46.30907278197209,46.1895267383064,46.10790329012744,45.97441007700958,45.89931084164603,45.79969316274956
plasticine_softening0p05,45.161706517845886,49.38513388630797,57.638162204201365,64.7579793169812,80.91630433980458,80.91630433980458,78.03240106120529,76.71010423132518,75.62990881553908,74.32492290948798,72.8790053300551,72.324642126136,72.71280177973456,71.88325715472692,71.06842786250958,70.54752081096322,70.57403967238768,70.28047276454205,69.55936401223585,68.78581909624343,68.7556769278597,68.37672489001633,68.849940366346,67.78172122400079,67.62894011192549,67.49266334730055,66.79674528791642,66.67453474678139,66.21640991091569,65.99493436583893,65.67362109863222,65.13943212757555,64.7579793169812,64.72233619629566,64.82117302212755,65.09850544305432,65.08322879343051,64.9203671594426,64.6826865192829,64.58102042645615,64.143448746109,64.1109677204358,63.78145707143148,63.516506203328085,63.1913606314884,62.7098143936512,62.17710459211952,61.724902396514096,61.196099031032325,61.07136508128853,60.94059987498635,60.94483533455822,61.130575647236476,61.16928824805113,61.1424609476769,61.08800225897699,61.20972760214133,60.8434623042193,60.32043422246779,59.96925403444237,59.65427384209008,59.18761413052205,58.89806651779168,58.8845653335051,58.809317411246965,58.50385544732923,58.25958981238682,57.858412097884525,57.369540424870934,56.88516704465975,56.369604513852146,55.875570544363924,55.33408664848758,54.90090532702334,54.5629387933904,54.19841610217464,53.81736703400374,53.42197674617406,52.99363476036909,52.60709404657987,52.19495496066476,51.87301833814685,51.60532363337364,51.38290958097837,51.1447423055401,50.972976134151935,50.77766793482734,50.593238007573134,50.424891268749256,50.291786417557596,50.16437740912813,50.0950162906595,49.965911804233684,49.88081823521966,49.8579558257428,49.76478041843723,49.657680325547375,49.49694914300348,49.38513388630797,49.24951493111601,49.154701629535175,49.01636702684847,48.91882036597147,48.779398327616626,48.659561718246636,48.49101047549134,48.32280707871897,48.15671448574791,47.99415568156987,47.84899618396602,47.679809855458146,47.507297251275446,47.319893330003325,47.189239811923755,47.0219161498321,46.892620551864425,46.706873095398535,46.56030840248594,46.40004471445012,46.25299740395107,46.141277461552704,45.995841863201974,45.86045600365536,45.769547489658635,45.636896210150496,45.52002949631653,45.43485702258007,45.324442600677614,45.22074429827783,45.161706517845886
plasticine_softening0p01,44.43125262518486,51.10998232696238,58.11792831060969,64.63448757351816,81.01185297974281,81.01185297974281,79.17404642278291,77.02280287531416,74.78857054685167,74.49977863348391,73.2405988284854,71.86665136337115,72.65151895704396,71.578118333504,71.0978898274925,71.22699671067477,70.00201804856661,69.84178898840925,69.44950445910321,68.50030753115203,68.57107142548203,68.1240230533298,68.13442423816687,66.93552984907922,67.33014086627973,67.00932877255588,67.01492332404041,66.5853593618063,66.4562456143439,66.14466224463085,66.21655547391343,65.86547581038499,65.35626347672329,65.27992103079619,64.73308120620595,64.94213038192463,64.63448757351816,64.51962696445125,64.44996953856675,64.15230839639038,64.00147554545629,64.04752047104486,63.78278671394291,63.52049482582093,63.10383028998996,62.62890239643635,62.44640280420426,61.86782774804226,61.67576218678175,61.52150683776284,61.27077527108273,61.21147441514513,60.81214710442654,60.43333893688457,60.110267819032394,59.63920172913223,59.483653813315875,59.30813815238437,58.9423397581738,58.58305363014662,58.43453352092841,58.274597813728555,58.15546087390275,58.05408135916572,57.8762301402427,57.68289572043486,57.53197587031741,57.40765348479393,57.32754569438214,57.210856815075005,57.186310697866425,57.085861365621085,56.921672695652425,56.83397180739547,56.66358161989375,56.524086612762915,56.39959375125989,56.35575424183958,56.265816569250084,56.17454533988535,56.130910548982285,56.0440251584523,55.891803502108644,55.786105334533865,55.533272539391504,55.232940550351756,55.02014456665212,54.698882706985785,54.379656761756856,53.89224615514911,53.594499201157404,53.34036187711651,53.08426881621371,52.86360219595328,52.54957668089962,52.212971644250324,51.858404235422285,51.484080311936935,51.10998232696238,50.72687238925112,50.43668029826894,50.06344797412926,49.68673735228947,49.279182852494586,48.94528286000555,48.55062027348382,48.253531299523196,47.941028399787086,47.64213082109223,47.33626823667269,47.06788865401947,46.842020383937005,46.61463314843904,46.40726650127202,46.21723822947921,46.02265415610405,45.86067460199369,45.69509723359759,45.542766434560804,45.38602828003412,45.24014247399717,45.12789180800729,45.06024456263518,44.98508116300019,44.87814481808322,44.802769860265606,44.7172302769922,44.61476483126724,44.49183135989336,44.43125262518486
plasticine_substep_dt7em05,36.90176319675625,36.99759334001801,37.137638102176794,37.220834388875666,38.45463069200133,38.45463069200133,38.05318629212475,37.886354871584615,37.7824280249718,37.68873242713083,37.59328778441321,37.50593232243872,37.434718224588224,37.378478483628804,37.31741849626745,37.25544796462878,37.225336790342645,37.1914092483687,37.15618854646048,37.127248418238345,37.10168139396392,37.08420827849706,37.06185888831628,37.04509277123253,37.02336093926737,37.01247831781362,37.0159633061131,36.99759334001801,37.00125752983991,36.98272881576722,36.96916448731994,36.966356704714244,36.96495444502244,36.95291990840933,36.95118269607641,36.94881947892629,36.947387042688064,36.94390430935413,36.94327290249752,36.935328535415536,36.93561779790896,36.91495914605799,36.92208451397259,36.92398983173288,36.92127872224272,36.91429945525424,36.908841150613945,36.91151495155346,36.90176319675625,36.91308717784597,36.9026168589418,36.9163407357196,36.93184532883235,36.924559842430064,36.93571639890997,36.95538716798629,36.96012308430952,36.974929199674435,36.97926136144738,36.99712255366965,37.00424241564038,37.005065844474416,37.014654270979705,37.01397838805923,37.033356003268736,37.02781996306763,37.032910836564724,37.02961110431849,37.03675370289512,37.04711998701519,37.03488913831782,37.04698058012685,37.05137784113548,37.06361087453966,37.06141397336395,37.07143489199438,37.07711309252594,37.064103432869295,37.07390552292553,37.075193694540445,37.07049866747803,37.094790514889254,37.085005408231396,37.09356367624268,37.09740337858529,37.10436484021782,37.10925021455191,37.10102430860469,37.10808702527701,37.101708521840784,37.119152520422595,37.121538934716405,37.1294463736325,37.13626549403848,37.14331300413623,37.1535841565926,37.163582570606096,37.16178907164613,37.166602367975756,37.17322792140152,37.17531022701807,37.18846483356911,37.17840122606673,37.18694550530596,37.196589310872504,37.202798426951205,37.20781231779716,37.19895241634595,37.20788437605837,37.21780598837145,37.220834388875666,37.22588219660488,37.22407894433849,37.23432286723729,37.236110129652744,37.235442327795475,37.250213515056586,37.24882012982559,37.25504433682731,37.26988357236242,37.27171522793014,37.267239972949504,37.27977879358688,37.29289736482514,37.29207439248984,37.311476851030456,37.309075884392215,37.32439314293313,37.3212879330087,37.327840488008206
plasticine_grid_v_damping_scale0p1,35.667887388552984,35.71815366407484,35.938832790883076,35.97438529622825,37.8684723296668,37.8684723296668,37.56580726533886,37.3111176140414,37.114191922688526,36.94256502369929,36.8446035563947,36.72210523767258,36.589537291423824,36.48055420485165,36.38291674749803,36.26941420011544,36.19311150278941,36.11496559068037,36.039670561790494,35.975344277929565,35.921502463719726,35.87077497235867,35.837486955171194,35.794006083548,35.774213979929115,35.74459005191504,35.73013188484049,35.712278595820536,35.68725593153997,35.687744865370156,35.68406207643855,35.67612870152009,35.67517663134351,35.6702678129369,35.67336804160327,35.667887388552984,35.67407895095244,35.685194612439524,35.68077071877064,35.68806565339254,35.679160574324456,35.67856817699426,35.68009795159098,35.68466037512509,35.67591521298861,35.67908237221856,35.676434621501954,35.68347351646661,35.680626481268,35.68546304384117,35.68581007140284,35.699705819635,35.70590515348994,35.70168573218235,35.70505121091316,35.71384440866349,35.71325763262183,35.71815366407484,35.717772507885215,35.72893201555202,35.73698103548544,35.74325668894752,35.7471451214792,35.749224167313685,35.75761684884844,35.75576090840934,35.765271321920636,35.76807345123437,35.77559357419157,35.78509405484575,35.78141683826375,35.784180520239694,35.79838838681361,35.81041527730298,35.807823252914076,35.80923106113697,35.80573000859756,35.82443006681508,35.83413567379209,35.837699464411365,35.83929208052937,35.86158411602037,35.861638040986705,35.8616738571926,35.872039961901656,35.881599855586046,35.89516039483622,35.90064237282819,35.90182957835934,35.89796335097225,35.900478328440585,35.90576768394606,35.91443082711678,35.918498621500746,35.917046661974766,35.93451375551586,35.931426338296646,35.93118411234433,35.935584043275135,35.942358278403056,35.94641525814721,35.95299174731922,35.94872661281997,35.95360497624956,35.948877297894136,35.95299393922554,35.959960746436714,35.955234645986785,35.96250255835927,35.97449557179062,35.96792316685756,35.96145485351258,35.97438529622825,35.97200658654563,35.97009622180349,35.975895116931234,35.980362522549065,35.985488432229765,35.990674706618265,36.00456641108813,35.99970541364506,36.009461584295025,36.026449544917575,36.021596990422836,36.04687311515141,36.05102363480114,36.06042629695827,36.07901409350707,36.09482184233013,36.100925451289484
